ref,book_osis,chapter,verse_start,verse_end,kjv_text,cuvs_text,has_commentary,summary_en,summary_zh,bullet_points_en,bullet_points_zh,sources,evidence,model,prompt_version,created_at,status,error,keep_drop,my_edit_en,my_edit_zh,notes
1Cor 15:55,1Cor,15,55,55,,死啊！你得勝的權勢在那裏？死啊！你的毒鉤在那裏？,1,"The verse has a textual variant: Textus Receptus reads “O Hades,” while the likely correct reading in critical editions is “O Death” (Thanate). If “Hades” is read, it is a personification used non-locally for the state of death, not a geographic underworld, and should be understood in light of Old Testament Sheol rather than Greek mythology. The KJV reflects the TR here with “grave” (margin “hell”), influenced by Hosea 13:14.",本节存在文本变体：公认本文（TR）作“阴间啊”，而更可靠的批判文本多读作“死亡啊”（Thanate）。若读“阴间”，此处是将其人格化，且是“非地域性”的用法，指死亡之状态，而非地理上的冥府，应当按旧约“阴间（Sheol）”的观念来理解，而非希腊神话。英王钦定本因依循TR并受何西阿书13:14影响，译作“坟墓/阴间”。,"[""Textual variant: TR has “O Hades,” but critical texts likely read “O Death” (Thanate)."", ""KJV reflects TR here with “grave” (margin “hell”), influenced by Hosea 13:14; RV uses “Hades.”"", ""If “Hades” is read in this verse, it is personified and used non-locally for the state of death, not a place."", ""Interpretation should follow the OT concept of Sheol rather than Greek classical notions of Hades.""]","[""文本变体：TR作“阴间啊”，而批判文本更可能读作“死亡啊”（Thanate）。"", ""钦定本因依循TR并受何西阿13:14影响，作“坟墓/阴间”；修订本作“Hades/阴间”。"", ""若读“阴间”，此处为人格化、非地域性的用法，指死亡状态而非某个地点。"", ""应按旧约“阴间（Sheol）”的观念理解，而非希腊古典对Hades的想象。""]",ent — https://www.biblicaltheology.org/ent.pdf | hades — https://www.biblicaltheology.org/hades.pdf,"- para_id=198, p_index=42: Lists 1 Cor 15:55 among Hades passages, noting others read “death”; indicates that where ‘Hades’ occurs it can be used non-locally/personified and should be interpreted in light of OT Sheol, not Greek usage.",,,,,,,,,
  ent | https://www.biblicaltheology.org/ent.pdf,,,,,,,,,,,,,,,,,,,,,,
  inferred from 1 Corinthians 11:30; 1 Thessalonians 4:13, nevertheless Paul shrinks from it as from a relatively undesirable state, since it involves “nakedness” for the soul, which condition, however, does not exclude a relatively high degree of blessedness in fellowship with Christ (2 Corinthians 5: 2-4,6, 8; Philippians 1:23). In the same manner a difference in the degree or mode of punishment between the intermediate state and the age to come is plainly taught. For on the one hand the eterna …,,,,,,,,,,,,,,,
#NAME?, p_index=1: States that 1 Cor 15:55 reads “Hades” in TR but the probable correct reading is “O Death” (Thanate); explains KJV’s rendering and its dependence on Hos 13:14.,,,,,,,,,,,,,,,,,,,,,
  hades | https://www.biblicaltheology.org/hades.pdf,,,,,,,,,,,,,,,,,,,,,,
  “Hades” The International Standard Bible Encyclopedia, Vol. II:1314-1315. [1915] ha’-dez (Haides, haides, “not to be seen”): Hades, Greek originally Haidou, in genitive, “the house of Hades,” then, as nominative, designation of the abode of the dead itself. The word occurs in the New Testament in Matthew 11:23 (parallel Luke 10:15); Matthew 16:18; Luke 16:23; Acts 2:27, 31; Revelation 1:18, 6:8, 20:13f. It is also found in Textus Receptus of the New Testament 1 Corinthians 15:55," but here the co …""",gpt-5,v1,2025-12-16T06:54:23-05:00,ok,,,,,
1John 2:1,1John,2,1,1,,我小子們哪，我將這些話寫給你們，是要叫你們不犯罪。若有人犯罪，在父那裏我們有一位中保，就是那義者耶穌基督。,1,"The paragraph cites 1 John 2:1 to show that John’s term “parakletos” (Advocate) aligns with Christ’s ongoing heavenly intercession and mediatorial role, which is priestly in character. Thus, 1 John 2:1 supports the broader NT witness that Christ functions as priestly mediator, not only in Hebrews.",该段将约翰一书2:1的“保惠师/辩护者”（paraklētos）与基督在天上的代求与中保职分相连，表明这一职分具有祭司性质。因此，约壹2:1 也见证了新约更广泛的主题：基督担任为信徒代求的祭司式中保，并非仅限于希伯来书。,"[""Identifies the 1 John 2:1 “parakletos/Advocate” as closely related to Christ’s heavenly intercession."", ""Links this to the NT idea of Christ as Mediator (e.g., 1 Tim 2:5) and intercessor (Rom 8:34), supporting a priestly understanding of His work."", ""Uses 1 John 2:1 to argue that Christ’s priestly role is found across the NT, not only in Hebrews.""]","[""将约壹2:1中的“保惠师/辩护者”（paraklētos）与基督在天上的代求紧密相关联。"", ""把此与新约中“中保”（如提前2:5）及“代求者”（罗8:34）的观念相连，支持对基督工作之祭司性理解。"", ""以约壹2:1 说明：基督的祭司性职分是新约整体见证，并非仅见于《希伯来书》。""]",pch — https://www.biblicaltheology.org/pch.pdf,"- para_id=488, p_index=1: Explicitly connects Christ’s intercession (Rom 8:34) to the Johannine parakletos, “especially in 1 John 2:1,” to support a priestly/mediatorial understanding of Christ’s work.",,,,,,,,,
  pch | https://www.biblicaltheology.org/pch.pdf,,,,,,,,,,,,,,,,,,,,,,
  “The Priesthood of Christ in the Epistle to the Hebrews” The Princeton Theological Review 5:423-447, 579-604. [1907] The Epistle to the Hebrews deals mainly with the two great offices of Christ as Revealer and as Priest. It is clear that the author consciously coordinates the two. In the opening verses, which serve as a prelude to the entire Epistle," we have side by side: “God spake in a Son” and “Having made purification of sins He sat down on the right hand of the Majesty on high.” But especia …""",gpt-5,v1,2025-12-16T06:55:00-05:00,ok,,,,,,,,,,,,,,,
1John 2:2,1John,2,2,2,,他為我們的罪作了挽回祭，不是單為我們的罪，也是為普天下人的罪。,1,"The paragraph directly comments on 1 John 2:2, arguing that the verse should be read with the classic distinction between the sufficiency and the intended efficacy of Christ’s atonement. John’s purpose is not to define the extent of the atonement’s actual operation or to teach universalism, but to assure believers of the inexhaustible sufficiency of Christ’s propitiation for their sins.",该段直接论及约一2:2，主张应当以“赎罪之充足性”与“（上帝）有效意旨”之区分来理解此节。作者意图并非说明赎罪实际生效的范围或教导普救论，而是要使信徒确信：基督为罪作的挽回祭对他们的罪有取之不尽的充足与丰盛。,"[""Applies the sufficiency vs. intended efficacy distinction to 1 John 2:2."", ""John’s aim is pastoral assurance: Christ’s propitiation is inexhaustibly sufficient for believers’ sins."", ""The verse does not specify the extent of atonement’s actual application nor teach universalism.""]","[""将“充足性”与“有效意旨”的区分应用于约一2:2。"", ""经文旨在给予牧养性的确据：基督的挽回祭对信徒的罪具有取之不尽的充足。"", ""本节并未界定赎罪实际应用的范围，也不是在教导普救论。""]",sdlg — https://www.biblicaltheology.org/sdlg.pdf,"- para_id=708, p_index=18: Explicitly discusses 1 John 2:2 and interprets “whole world” via sufficiency vs. intended efficacy; states the verse’s purpose is assurance, not defining extent.",,,,,,,,,
  sdlg | https://www.biblicaltheology.org/sdlg.pdf,,,,,,,,,,,,,,,,,,,,,,
  this head have such a wide sweep that they are easily misunderstood, as if the apostle meant to affirm in them a reference of God’s saving purpose to every individual, and not merely to the world collectively. A careful examination, however, shows that this is nowhere intended. Thus in the wellknown passage of Romans (5:12-21)," where a parallel is drawn between the first and second Adam and the spread of sin and righteousness in the world through the transgression of the one and the obedience of …""",gpt-5,v1,2025-12-16T06:55:41-05:00,ok,,,,,,,,,,,,,
1John 2:17,1John,2,17,17,,這世界和其上的情慾都要過去，惟獨遵行神旨意的，是永遠常存。,1,"Uses 1 John 2:17 to support the eschatological teaching that the present world order will pass away within a broader regeneration (palingenesia), not by annihilation of its substance. The redeemed’s central abode will be heaven, while a renewed earth remains accessible and part of their inheritance.",将约一2:17用作支持末世“重生/更新”（palingenesia）的经文：现今的世界秩序将过去，但并非实体被消灭，而是被更新转换。得赎之人的中心居所在天上，更新后的地仍可进入，且属他们产业的一部分。,"[""1 John 2:17 aligns with the expectation that the present world and its desires will pass away within an eschatological regeneration."", ""Scripture does not teach annihilation of the world’s substance; rather, transformation/renewal."", ""The redeemed will dwell primarily in heaven, with the renewed earth accessible and included in their inheritance.""]","[""约一2:17与“现今世界及其情欲将过去”的末世更新相一致。"", ""圣经并不教导世界实体被消灭，而是被更新与转化。"", ""得赎者的中心居所在天上；更新之地仍可进入，并属于他们的产业。""]",ent — https://www.biblicaltheology.org/ent.pdf,"- para_id=195, p_index=39: Explicitly lists 1 John 2:17 among texts on eschatological regeneration; argues for transformation (not annihilation) and locates the redeemed’s central abode in heaven with access to a renewed earth.",,,,,,,,,
  ent | https://www.biblicaltheology.org/ent.pdf,,,,,,,,,,,,,,,,,,,,,,
  by the eschatological palingenesia “regeneration” (Matthew 5:18; 19:28; 24:35; 1 Corinthians 7:31; Hebrews 1:12; 12:26, 27; 2 Peter 3:10; 1 John 2:17; Revelation 21:1, in which last passage, however, some exegetes understand the city to be a symbol of the church, the people of God). An annihilation of the substance of the present world is not taught (compare the comparison of the future worldconflagration with the Deluge in 2 Peter 3:6). The central abode of the redeemed will be in heaven," altho …""",gpt-5,v1,2025-12-16T06:56:01-05:00,ok,,,,,,,,,,,,
